filename,emotion,category,rationale,polarity,subjectivity,annotator
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,paint little collapse,,,annotator_280
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,dirty and chaotic,,,annotator_257
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,DARK DISGUST AND SOME FEARFUL FACES,,,annotator_284
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,feel very dark,,,annotator_280
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,paint little collapse,,,annotator_280
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,as if strong forces tries to muffle you,,,annotator_290
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,The dark blue and brush strokes suggest an air of menace,,,annotator_197
kazuo-shiraga_koushin-san-1980-1.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MIN,"The curving shapes are not irregular and upsetting, and there are not a lot of colors competing",,,annotator_48
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MIN,bright color so better feel,,,annotator_280
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MIN,There is only pleasure implied by the pretty and colorful objects.,,,annotator_28
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MIN,Messing with painting and irritating,,,annotator_177
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MIN,bright color so better feel,,,annotator_280
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MAX,A lot of color activity and line crossover.,,,annotator_285
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MAX,looks like paint vomit,,,annotator_24
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MAX,LOW DENSITY COLOR,,,annotator_284
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MAX,color combo gives some trouble,,,annotator_278
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,disgust,MAX,STRIPS OF BRIGHT COLORS,,,annotator_66
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,very busy and looks aggressive,,,annotator_239
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,too much dark colours,,,annotator_239
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,DARK DISGUST COLOR,,,annotator_284
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,dark colors and busy design,,,annotator_98
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,DARK CONTRAST COLOR,,,annotator_284
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,"This piece feels chaotic at best, and almost angry at worse.  While bright colors were used, they don't inspire joy or happiness, but feel out of place.",,,annotator_33
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,DARK DISGUST COLOR,,,annotator_284
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MIN,"Those black shapes in the left habd corner are disturbing, like parasites.",,,annotator_28
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MAX,it is an explosion of color and feels exuberant,,,annotator_189
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MAX,The colors are bright and vibrant,,,annotator_197
jean-rene-bazaine_rocks-trees-and-plain-1952.jpg,happiness,MAX,beautiful and attractive design and color,,,annotator_234
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MIN,These shapes resemble sperm racing to impregnate an egg.,,,annotator_28
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MIN,"All of the shapes are flying up to heaven, evoking joy, not disgust.",,,annotator_28
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MIN,The identical shapes moving in the same direction remind me of a flock of birds flying up into the sky.,,,annotator_28
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MIN,These identical shapes all seem to be leapin up in joy.,,,annotator_28
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MIN,looks like objects,,,annotator_98
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MIN,"These similar shapes seem to be flying up to heaven in joy, not disgust.",,,annotator_28
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,Looks really messy,,,annotator_71
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,coloured sperm invading,,,annotator_147
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,some peculiarity in the design generates disgust.,,,annotator_234
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,looks like acne and its root,,,annotator_255
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,looks like pus discharging,,,annotator_255
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,UNLIKABLE COLOR SPIKES,,,annotator_284
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,It looks like clown sperm,,,annotator_48
sadamasa-motonaga_sakuhin-1964.jpg,disgust,MAX,MIXTURE OF MULTI COLOR ART,,,annotator_66
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,fusion of colors make me less fear,,,annotator_66
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,The vertical shapes seem to be leaping into the sky in joy.,,,annotator_28
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,black color is main reason for least fear,,,annotator_66
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,the elongated shapes are like lovely kites with wiggling tails,,,annotator_110
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,aspect like danger weapon,,,annotator_280
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,Small bursts of bright happy coloring.,,,annotator_285
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,These shapes are all flying upward in joy.,,,annotator_28
sadamasa-motonaga_sakuhin-1964.jpg,fear,MIN,like some nice kites or balloons,,,annotator_11
sadamasa-motonaga_sakuhin-1964.jpg,fear,MAX,LIKE A ALIEN,,,annotator_284
sadamasa-motonaga_sakuhin-1964.jpg,fear,MAX,paint little collapse,,,annotator_280
sadamasa-motonaga_sakuhin-1964.jpg,fear,MAX,This picture shows some spirits spitting fire,,,annotator_125
karl-otto-gotz_smolbeck-1956.jpg,disgust,MIN,looks like a comics character,,,annotator_255
karl-otto-gotz_smolbeck-1956.jpg,disgust,MIN,japanese simplicity animals waves mountains,,,annotator_147
karl-otto-gotz_smolbeck-1956.jpg,disgust,MIN,black colors strips,,,annotator_66
karl-otto-gotz_smolbeck-1956.jpg,disgust,MAX,Those heavy black brushstrokes seem to be applied in disgust.,,,annotator_28
karl-otto-gotz_smolbeck-1956.jpg,disgust,MAX,The subjects are not clear and cause morphed images to appear.,,,annotator_242
karl-otto-gotz_smolbeck-1956.jpg,disgust,MAX,strange black brush strokes,,,annotator_258
karl-otto-gotz_smolbeck-1956.jpg,disgust,MAX,Blackness smeared and gathering across the light.,,,annotator_285
karl-otto-gotz_smolbeck-1956.jpg,disgust,MAX,SOME FIGURES ARE THERE,,,annotator_284
karl-otto-gotz_smolbeck-1956.jpg,fear,MIN,"Looks like an interpretive dancer with one of those big scarves they use on stage. Artsy, not scary, unless you hate the idea of sitting through this kind of performance.",,,annotator_260
karl-otto-gotz_smolbeck-1956.jpg,fear,MIN,looks like a comic figure,,,annotator_255
karl-otto-gotz_smolbeck-1956.jpg,fear,MIN,looks like cartoon in black and white,,,annotator_255
karl-otto-gotz_smolbeck-1956.jpg,fear,MIN,It looks like a kid finger painting and kids Finger Paintings are not scary,,,annotator_48
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,SOME FIGURES ARE THERE,,,annotator_284
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,Nothing but deep dark black colors.,,,annotator_285
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,the black paint seems ominous,,,annotator_155
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,SOME FIGURES ARE THERE,,,annotator_284
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,paint little collapse,,,annotator_280
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,BLACK  HAVE MORE FIGURES,,,annotator_284
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,reminds me of a spider,,,annotator_32
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,The smearing of the paint looks like someone struggling to get up.,,,annotator_285
karl-otto-gotz_smolbeck-1956.jpg,fear,MAX,this image create a deep impact on me,,,annotator_66
william-turnbull_head-blue-yellow-1956.jpg,disgust,MIN,I feel like I can see the shape of faces and the splatter of blue colors feels calming.,,,annotator_242
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,Looks like a person's mind exploding in disgust.,,,annotator_28
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,stippled look is unpleasant,,,annotator_1
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,paint little collapse,,,annotator_280
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,"Feels like a splatter pattern after a sneeze, a snot Pollock.",,,annotator_271
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,chaotic patters and ugly strokes,,,annotator_91
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,DARK DISGUST COLOR SPLITES,,,annotator_284
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,It’s like an explosion of colors which creates excitement,,,annotator_43
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,The random strokes resemble an unsightly stain,,,annotator_197
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,The smudges look like ash from cigarette butts.,,,annotator_181
william-turnbull_head-blue-yellow-1956.jpg,disgust,MAX,the shape and brush strokes are explosive,,,annotator_279
william-turnbull_head-blue-yellow-1956.jpg,happiness,MIN,aspect like gems chocolate,,,annotator_280
william-turnbull_head-blue-yellow-1956.jpg,happiness,MIN,looks  like  a ghost,,,annotator_240
william-turnbull_head-blue-yellow-1956.jpg,happiness,MIN,This very much reminds me of the mushroom in nuclear explosions.,,,annotator_28
william-turnbull_head-blue-yellow-1956.jpg,happiness,MIN,dull picture without bright or attractive color,,,annotator_234
william-turnbull_head-blue-yellow-1956.jpg,happiness,MAX,paint little collapse,,,annotator_280
william-turnbull_head-blue-yellow-1956.jpg,happiness,MAX,paint little collapse,,,annotator_280
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,the symmetry of the work and bright colors are calming,,,annotator_133
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,"Looks like a sixties poster.  Bright colors, cheery, not disgusting.",,,annotator_28
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,This piece is very interesting and would make nice blouse pattern.,,,annotator_62
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,The image and design is colourful and attractive. There is something positive about it.,,,annotator_234
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,"bright colours, it looks like a flower",,,annotator_239
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,it's bright and cheerful,,,annotator_42
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,reminds me of board games as a child,,,annotator_52
paul-feeley_untitled-april-15-1964.jpg,disgust,MIN,The bright color and design of the image evokes least disgust,,,annotator_234
paul-feeley_untitled-april-15-1964.jpg,disgust,MAX,The shapes in the second work of art are unnerving. Their shapes look phallic and I find it uncomfortable.,,,annotator_88
paul-feeley_untitled-april-15-1964.jpg,disgust,MAX,IT CREATE A COLORFUL IMPACT,,,annotator_66
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,There's nothing fearful about these rounded shapes in bright colors.  Looks like a board game.,,,annotator_28
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,It seems like a simple design,,,annotator_87
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,The bright colors are cheerful.,,,annotator_296
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,this looks like a circle of chess pawns,,,annotator_249
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,organized colorful pattern,,,annotator_98
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,fusion of colors make me less fear,,,annotator_66
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,bright and nice shapes,,,annotator_239
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,LIKE A PATTERN,,,annotator_284
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,looks likes colorful bowling pins,,,annotator_255
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,VECTOR DESIGN ELEMENT,,,annotator_284
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,looks like bowling pins arranged in circle,,,annotator_255
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,it looks like a professional logo,,,annotator_240
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,bright primary colors is childlike,,,annotator_1
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,There is nothing fearful about this collection of curved shapes.,,,annotator_28
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,Bright colors with anorderly,,,annotator_234
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,MERGERS OF BASIC COLORS MAKE LESS FEAR,,,annotator_66
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,"Looks like something out of a kid's board game.  Happy, nothing to fear.",,,annotator_28
paul-feeley_untitled-april-15-1964.jpg,fear,MIN,VECTOR DESIGN ELEMENT,,,annotator_284
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MIN,it's the prettiest,,,annotator_98
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MIN,The orange painting is pretty peaceful to me.,,,annotator_28
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MIN,"The lines remind me of lightning, exciting, not disgusting.",,,annotator_28
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MIN,it has a peaceful effect and is not harsh in any way,,,annotator_67
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MIN,"Warm color, vague image",,,annotator_254
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MAX,looks very distorted,,,annotator_240
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MAX,The color is not appealing.,,,annotator_35
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,disgust,MAX,"The think white lines against the rust background remind me of something about to snap, disgusted with its environment.it",,,annotator_28
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MIN,Single warm color with simple lines.,,,annotator_285
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MIN,moody depressive sad,,,annotator_306
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MIN,"dullness, color and design",,,annotator_234
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MIN,The colors are more muted and the composition is still,,,annotator_197
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MAX,"some sort of serenity in appearance, color and design",,,annotator_234
morris-graves_vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
paul-jenkins_not_detected_235726.jpg,disgust,MIN,looks like the lighting of firefly,,,annotator_255
paul-jenkins_not_detected_235726.jpg,disgust,MIN,beautiful sunset light on lone pine on hill,,,annotator_147
paul-jenkins_not_detected_235726.jpg,disgust,MIN,The colors are cool and soothing,,,annotator_197
paul-jenkins_not_detected_235726.jpg,disgust,MIN,it's very green,,,annotator_190
paul-jenkins_not_detected_235726.jpg,disgust,MIN,"Shimmering yellow and green, peaceful.",,,annotator_28
paul-jenkins_not_detected_235726.jpg,disgust,MIN,The bright colors and smoothness allows for calm feelings.,,,annotator_26
paul-jenkins_not_detected_235726.jpg,disgust,MIN,The colors are bright and vibrant,,,annotator_197
paul-jenkins_not_detected_235726.jpg,disgust,MAX,sunset releasing darkness,,,annotator_36
paul-jenkins_not_detected_235726.jpg,disgust,MAX,has dark colors,,,annotator_36
paul-jenkins_not_detected_235726.jpg,disgust,MAX,DARK DISGUST COLOR,,,annotator_284
paul-jenkins_not_detected_235726.jpg,disgust,MAX,paint little collapse,,,annotator_280
paul-jenkins_not_detected_235726.jpg,disgust,MAX,"The various greens, in combination with the shapes and the splotch in the middle create a ""sick"" sensation",,,annotator_33
paul-jenkins_not_detected_235726.jpg,disgust,MAX,lyrical design art,,,annotator_100
paul-jenkins_not_detected_235726.jpg,fear,MIN,LIKE A SCENERY,,,annotator_284
paul-jenkins_not_detected_235726.jpg,fear,MIN,looks like a belly of firefly,,,annotator_255
paul-jenkins_not_detected_235726.jpg,fear,MIN,The luminous green center seems to be peaceful to me.,,,annotator_28
paul-jenkins_not_detected_235726.jpg,fear,MIN,The colors are cheery,,,annotator_1
paul-jenkins_not_detected_235726.jpg,fear,MAX,That irregular black gray shape seems to epitomize fear lurking in a mind.,,,annotator_28
paul-jenkins_not_detected_235726.jpg,fear,MAX,emerging design art,,,annotator_100
paul-jenkins_not_detected_235726.jpg,fear,MAX,The yellow makes it look like trees are on fire.,,,annotator_285
paul-jenkins_not_detected_235726.jpg,fear,MAX,"Dark colors, lots of stuff going on",,,annotator_143
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,This is like the milkyway or planets in space--a thing of wonder and not disgust.,,,annotator_260
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,"The spheres, dark blue and lumibous yellow remind me of a glorious space painting.",,,annotator_28
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,ITS LIKE A COSMIC,,,annotator_284
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,"pleasing to the eye, outer space conceptualized",,,annotator_23
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,looks like outer space,,,annotator_52
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,The swirls and colors remind me of the wonder of the cosmos.,,,annotator_220
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,This looks like a lovely painting of an outer space galaxy.,,,annotator_28
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,some sort of serenity in the picture,,,annotator_234
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,"looks like the cosmos, thoughtful",,,annotator_23
christo-coetzee_spiral-axis-1949.jpg,disgust,MIN,some sort of serenity in the picture,,,annotator_234
christo-coetzee_spiral-axis-1949.jpg,disgust,MAX,well designed image,,,annotator_100
christo-coetzee_spiral-axis-1949.jpg,disgust,MAX,water drops creative design,,,annotator_100
christo-coetzee_spiral-axis-1949.jpg,disgust,MAX,water drops creative design,,,annotator_100
christo-coetzee_spiral-axis-1949.jpg,disgust,MAX,it looks like there is another image on image,,,annotator_172
christo-coetzee_spiral-axis-1949.jpg,disgust,MAX,"This seems like a pool of water, but tainted--something that could be clean and pure, instead corrupted.",,,annotator_297
christo-coetzee_spiral-axis-1949.jpg,disgust,MAX,REMINDS ME OF OIL POLLUTION,,,annotator_82
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,"looks like beautiful, yet mysterious universe galaxy",,,annotator_255
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,LIKE A UNIVERSE,,,annotator_284
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,"This looks like space, with the blue and yellow.  Very inspiring, nothing to fear.",,,annotator_28
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,looks like the galxy of cosma,,,annotator_255
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,some sort of serenity in the picture,,,annotator_234
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,looks like mysterious cosmas,,,annotator_255
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,The image looks like a drop of water falling in a pond.,,,annotator_285
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,"I see wonder and awe, not fear, in this image of the galaxy.",,,annotator_28
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,The rainbow color and circular pattern is calming,,,annotator_120
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,This is like the solar system/a new galaxy waiting to be discovered. It's more exciting than scary.,,,annotator_260
christo-coetzee_spiral-axis-1949.jpg,fear,MIN,"nice colours, looks relaxing",,,annotator_239
christo-coetzee_spiral-axis-1949.jpg,fear,MAX,bold expression art,,,annotator_100
christo-coetzee_spiral-axis-1949.jpg,fear,MAX,paint little collapse,,,annotator_280
fritz-winter_kleiner-garten-1961.jpg,disgust,MIN,the red colors,,,annotator_258
fritz-winter_kleiner-garten-1961.jpg,disgust,MIN,"The soft focus reminds me of streetlights at night in the city.  Peaceful, not disgusting.",,,annotator_28
fritz-winter_kleiner-garten-1961.jpg,disgust,MIN,The colors are bleeding through like the end of a cold season.,,,annotator_285
fritz-winter_kleiner-garten-1961.jpg,disgust,MIN,Piece is odd but I think the overall design would make pretty clothing material.,,,annotator_62
fritz-winter_kleiner-garten-1961.jpg,disgust,MIN,"The faded watercolors look very nice and calm, not disgusting.",,,annotator_28
fritz-winter_kleiner-garten-1961.jpg,disgust,MIN,"The soft focus in this image seems peaceful, not disgusting.l",,,annotator_28
fritz-winter_kleiner-garten-1961.jpg,disgust,MIN,CONTROL GOOD THINK,,,annotator_68
fritz-winter_kleiner-garten-1961.jpg,disgust,MAX,"The way the colors run together and look sloppy, it runs together in an unpleasant way.",,,annotator_88
fritz-winter_kleiner-garten-1961.jpg,disgust,MAX,"This looks like a crowd of bystanders watching a police brutality scene without doing anything. In the wake of the George Floyd killing, this image disgusts me.",,,annotator_260
fritz-winter_kleiner-garten-1961.jpg,disgust,MAX,murky cloudiness out a window,,,annotator_36
fritz-winter_kleiner-garten-1961.jpg,disgust,MAX,Looks like a child did it,,,annotator_55
fritz-winter_kleiner-garten-1961.jpg,disgust,MAX,"darkness,design and appearance",,,annotator_234
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,The somber colors of the background,,,annotator_197
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,as if faceless people rushing through life,,,annotator_290
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,"dull picture, color and presentation",,,annotator_234
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,Reminds me of the way everything is a little blurry after you've cried a long time,,,annotator_316
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,BLACK  AND DARK SHADOW,,,annotator_284
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,"dullness, design and presentation",,,annotator_234
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,LOW DENSITY COLOR,,,annotator_284
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,DARK DISGUST COLOR,,,annotator_284
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,LOW DENSITY COLOR,,,annotator_284
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,It seems blurry and confused,,,annotator_44
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,"The soft focus and muted colors present a somber, sad scene.",,,annotator_28
fritz-winter_kleiner-garten-1961.jpg,sadness,MAX,DARK DISGUST COLOR,,,annotator_284
herbert-zangs_peinture-relief-1955.jpg,disgust,MIN,very plain and boring,,,annotator_239
herbert-zangs_peinture-relief-1955.jpg,disgust,MIN,looks like a paper towel,,,annotator_255
herbert-zangs_peinture-relief-1955.jpg,disgust,MIN,"Looks like a comfy blankie, nothing disgusting.",,,annotator_28
herbert-zangs_peinture-relief-1955.jpg,disgust,MIN,it is very plain and white,,,annotator_258
herbert-zangs_peinture-relief-1955.jpg,disgust,MIN,Nothing disgusting about a calm white painting.,,,annotator_28
herbert-zangs_peinture-relief-1955.jpg,disgust,MIN,Its too blank to look disgusting,,,annotator_79
herbert-zangs_peinture-relief-1955.jpg,disgust,MIN,looks like a paper towel,,,annotator_240
herbert-zangs_peinture-relief-1955.jpg,disgust,MAX,it's simple and calm,,,annotator_258
herbert-zangs_peinture-relief-1955.jpg,disgust,MAX,looks like toilet paper,,,annotator_240
herbert-zangs_peinture-relief-1955.jpg,disgust,MAX,looks like one of those neverending towels that you used to see in public restrooms,,,annotator_263
herbert-zangs_peinture-relief-1955.jpg,disgust,MAX,Looks like the shed skin of a snake.,,,annotator_285
herbert-zangs_peinture-relief-1955.jpg,disgust,MAX,That brown shape looks like the guts of a disemboweled animal.,,,annotator_28
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,nothing but a single frame,,,annotator_278
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,has white and pattern,,,annotator_98
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,"The textile like look of this painting suggests comfort and harmony, not sadness",,,annotator_28
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,"bland, but not particularly sad",,,annotator_32
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,The composition is dull and evokes no feeling,,,annotator_197
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,The image and composition don't convey much feeling,,,annotator_197
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,dullness and absence of design,,,annotator_234
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,Not much feeling is conveyed from this one,,,annotator_197
herbert-zangs_peinture-relief-1955.jpg,sadness,MIN,plain and soft,,,annotator_91
herbert-zangs_peinture-relief-1955.jpg,sadness,MAX,Personifies the sadness of the clinically depressed.,,,annotator_28
herbert-zangs_peinture-relief-1955.jpg,sadness,MAX,dull color and lack of design,,,annotator_234
herbert-zangs_peinture-relief-1955.jpg,sadness,MAX,dull color and lack of design,,,annotator_234
craig-kauffman_untitled-1958.jpg,disgust,MIN,Good color combination,,,annotator_125
craig-kauffman_untitled-1958.jpg,disgust,MAX,erratic and unsettling,,,annotator_23
craig-kauffman_untitled-1958.jpg,disgust,MAX,good colours hardwork,,,annotator_151
craig-kauffman_untitled-1958.jpg,disgust,MAX,it makes me feel disgust,,,annotator_172
craig-kauffman_untitled-1958.jpg,disgust,MAX,is people falling,,,annotator_36
craig-kauffman_untitled-1958.jpg,disgust,MAX,The red shapes remind me of viruses breaking out of a host organism after killing it.,,,annotator_28
craig-kauffman_untitled-1958.jpg,disgust,MAX,it is messy like colors are dripping,,,annotator_140
craig-kauffman_untitled-1958.jpg,disgust,MAX,RED COLOR AND SOME FIGURE,,,annotator_284
craig-kauffman_untitled-1958.jpg,disgust,MAX,The way the paint drips down the frame at the edge of the solid lines in an almost orange/brown color.,,,annotator_89
craig-kauffman_untitled-1958.jpg,disgust,MAX,The red lines seem to be thrusting upward in disgust.,,,annotator_28
craig-kauffman_untitled-1958.jpg,fear,MIN,The bright colors and the layout look like flowers growing in a garden.,,,annotator_285
craig-kauffman_untitled-1958.jpg,fear,MIN,BRIGHT COLOR MAKE ME LESS FEAR,,,annotator_66
craig-kauffman_untitled-1958.jpg,fear,MIN,the colors are bright and cheerful,,,annotator_32
craig-kauffman_untitled-1958.jpg,fear,MIN,"colors are cheerful, shapes are quirky",,,annotator_32
craig-kauffman_untitled-1958.jpg,fear,MIN,The colors are bright but the images are more orderly,,,annotator_197
craig-kauffman_untitled-1958.jpg,fear,MIN,it looks modern,,,annotator_98
